tweet_id,favorites,retweets,user_followers,user_favourites,date_time
886267009285017600,113,4,8758025,145376,2017-07-15 16:51:35+00:00
886258384151887873,26374,5790,8758025,145376,2017-07-15 16:17:19+00:00
886054160059072513,0,100,8758025,145376,2017-07-15 02:45:48+00:00
885984800019947520,30679,6164,8758025,145376,2017-07-14 22:10:11+00:00
885528943205470208,33882,5857,8758025,145376,2017-07-13 15:58:47+00:00
885518971528720385,19311,3423,8758025,145376,2017-07-13 15:19:09+00:00
885311592912609280,0,16999,8758025,145376,2017-07-13 01:35:06+00:00
885167619883638784,20632,4013,8758025,145376,2017-07-12 16:03:00+00:00
884925521741709313,72687,16611,8758025,145376,2017-07-12 00:01:00+00:00
884876753390489601,26228,5131,8758025,145376,2017-07-11 20:47:12+00:00
884562892145688576,22892,4312,8758025,145376,2017-07-11 00:00:02+00:00
884441805382717440,25516,5219,8758025,145376,2017-07-10 15:58:53+00:00
884247878851493888,68444,18675,8758025,145376,2017-07-10 03:08:17+00:00
884162670584377345,19217,2744,8758025,145376,2017-07-09 21:29:42+00:00
883838122936631299,20579,3154,8758025,145376,2017-07-09 00:00:04+00:00
883482846933004288,43191,9066,8758025,145376,2017-07-08 00:28:19+00:00
883360690899218434,21373,3399,8758025,145376,2017-07-07 16:22:55+00:00
883117836046086144,34961,6088,8758025,145376,2017-07-07 00:17:54+00:00
882992080364220416,22520,3569,8758025,145376,2017-07-06 15:58:11+00:00
882762694511734784,26644,4485,8758025,145376,2017-07-06 00:46:41+00:00
882627270321602560,26368,5579,8758025,145376,2017-07-05 15:48:34+00:00
882268110199369728,42256,10622,8758025,145376,2017-07-04 16:01:23+00:00
882045870035918850,27628,4489,8758025,145376,2017-07-04 01:18:17+00:00
881906580714921986,22933,3115,8758025,145376,2017-07-03 16:04:48+00:00
881666595344535552,47724,9802,8758025,145376,2017-07-03 00:11:11+00:00
881633300179243008,120,7,8758025,145376,2017-07-02 21:58:53+00:00
881536004380872706,46611,14661,8758025,145376,2017-07-02 15:32:16+00:00
881268444196462592,21894,4828,8758025,145376,2017-07-01 21:49:04+00:00
880935762899988482,16086,2558,8758025,145376,2017-06-30 23:47:07+00:00
880872448815771648,20069,3516,8758024,145376,2017-06-30 19:35:32+00:00
880465832366813184,26864,5723,8758024,145376,2017-06-29 16:39:47+00:00
880221127280381952,25439,3822,8758024,145376,2017-06-29 00:27:25+00:00
880095782870896641,26052,3989,8758024,145376,2017-06-28 16:09:20+00:00
879862464715927552,21083,3215,8758024,145376,2017-06-28 00:42:13+00:00
879674319642796034,297,10,8758024,145376,2017-06-27 12:14:36+00:00
879492040517615616,22130,2927,8758023,145376,2017-06-27 00:10:17+00:00
879415818425184262,99745,40767,8758023,145376,2017-06-26 19:07:24+00:00
879376492567855104,15850,2869,8758023,145376,2017-06-26 16:31:08+00:00
879130579576475649,0,6249,8758023,145376,2017-06-26 00:13:58+00:00
879050749262655488,21254,4308,8758023,145376,2017-06-25 18:56:45+00:00
879008229531029506,17906,2470,8758023,145376,2017-06-25 16:07:47+00:00
878776093423087618,18268,3757,8758023,145376,2017-06-25 00:45:22+00:00
878604707211726852,28441,6543,8758023,145376,2017-06-24 13:24:20+00:00
878404777348136964,0,1183,8758023,145376,2017-06-24 00:09:53+00:00
878316110768087041,0,6127,8758023,145376,2017-06-23 18:17:33+00:00
878281511006478336,7293,1183,8758023,145376,2017-06-23 16:00:04+00:00
878057613040115712,39730,6249,8758023,145376,2017-06-23 01:10:23+00:00
877736472329191424,74837,17439,8758023,145376,2017-06-22 03:54:17+00:00
877611172832227328,0,74,8758023,145376,2017-06-21 19:36:23+00:00
877556246731214848,21436,3503,8758023,145376,2017-06-21 15:58:08+00:00
877316821321428993,25865,4781,8758023,145376,2017-06-21 00:06:44+00:00
877201837425926144,25596,5141,8758023,145376,2017-06-20 16:29:50+00:00
876838120628539392,19531,3066,8758023,145376,2017-06-19 16:24:33+00:00
876537666061221889,22319,4316,8758023,145376,2017-06-18 20:30:39+00:00
876484053909872640,17727,2186,8758023,145376,2017-06-18 16:57:37+00:00
876120275196170240,26444,4301,8758023,145376,2017-06-17 16:52:05+00:00
875747767867523072,23787,3937,8758023,145376,2017-06-16 16:11:53+00:00
875144289856114688,20712,4527,8758023,145376,2017-06-15 00:13:52+00:00
875097192612077568,25941,5604,8758023,145376,2017-06-14 21:06:43+00:00
875021211251597312,24092,4353,8758023,145376,2017-06-14 16:04:48+00:00
874680097055178752,26293,4273,8758023,145376,2017-06-13 17:29:20+00:00
874434818259525634,0,13417,8758023,145376,2017-06-13 01:14:41+00:00
874296783580663808,24647,3791,8758023,145376,2017-06-12 16:06:11+00:00
874057562936811520,21485,3670,8758023,145376,2017-06-12 00:15:36+00:00
874012996292530176,32490,9488,8758023,145376,2017-06-11 21:18:31+00:00
873580283840344065,22924,3627,8758023,145376,2017-06-10 16:39:04+00:00
873337748698140672,0,1473,8758023,145376,2017-06-10 00:35:19+00:00
873213775632977920,6789,1473,8758023,145376,2017-06-09 16:22:42+00:00
872967104147763200,25867,5019,8758023,145376,2017-06-09 00:02:31+00:00
872820683541237760,13974,3442,8758023,145376,2017-06-08 14:20:41+00:00
872620804844003328,19645,3381,8758023,145376,2017-06-08 01:06:27+00:00
872486979161796608,38638,8370,8758023,145376,2017-06-07 16:14:40+00:00
872122724285648897,32580,7507,8758023,145376,2017-06-06 16:07:15+00:00
871879754684805121,35718,10221,8758023,145376,2017-06-06 00:01:46+00:00
871762521631449091,19204,3238,8758023,145376,2017-06-05 16:15:56+00:00
871515927908634625,19151,3227,8758023,145376,2017-06-04 23:56:03+00:00
871166179821445120,0,5307,8758023,145376,2017-06-04 00:46:17+00:00
871102520638267392,19877,5126,8758023,145376,2017-06-03 20:33:19+00:00
871032628920680449,21606,3561,8758023,145376,2017-06-03 15:55:36+00:00
870804317367881728,31982,5757,8758023,145376,2017-06-03 00:48:22+00:00
870726314365509632,117,3,8758023,145376,2017-06-02 19:38:25+00:00
870656317836468226,11766,2460,8758023,145376,2017-06-02 15:00:16+00:00
870374049280663552,78915,24651,8758023,145376,2017-06-01 20:18:38+00:00
870308999962521604,20842,3868,8758023,145376,2017-06-01 16:00:09+00:00
870063196459192321,34790,7757,8758023,145376,2017-05-31 23:43:25+00:00
869772420881756160,40498,9429,8758023,145376,2017-05-31 04:27:59+00:00
869702957897576449,26910,5888,8758023,145376,2017-05-30 23:51:58+00:00
869596645499047938,15230,2921,8758023,145376,2017-05-30 16:49:31+00:00
869227993411051520,19463,3537,8758023,145376,2017-05-29 16:24:37+00:00
868880397819494401,62411,13492,8758023,145376,2017-05-28 17:23:24+00:00
868639477480148993,0,1942,8758023,145376,2017-05-28 01:26:04+00:00
868622495443632128,25464,4962,8758023,145376,2017-05-28 00:18:35+00:00
868552278524837888,9620,1942,8758023,145376,2017-05-27 19:39:34+00:00
867900495410671616,23112,3919,8758023,145376,2017-05-26 00:29:37+00:00
867774946302451713,32465,6900,8758023,145376,2017-05-25 16:10:44+00:00
867421006826221569,15377,2336,8758023,145376,2017-05-24 16:44:18+00:00
867072653475098625,0,113,8758023,145376,2017-05-23 17:40:04+00:00
867051520902168576,30811,7398,8758023,145376,2017-05-23 16:16:06+00:00
866720684873056260,19178,4502,8758023,145376,2017-05-22 18:21:28+00:00
866686824827068416,18467,3275,8758023,145376,2017-05-22 16:06:55+00:00
866450705531457537,117001,33146,8758023,145376,2017-05-22 00:28:40+00:00
866334964761202691,50166,13417,8758023,145376,2017-05-21 16:48:45+00:00
866094527597207552,0,7899,8758023,145376,2017-05-21 00:53:21+00:00
865718153858494464,24577,5293,8758023,145376,2017-05-19 23:57:46+00:00
865359393868664832,25384,4717,8758023,145376,2017-05-19 00:12:11+00:00
865006731092295680,26876,7257,8758023,145376,2017-05-18 00:50:50+00:00
864873206498414592,30983,8207,8758023,145376,2017-05-17 16:00:15+00:00
864279568663928832,13996,2850,8758023,145376,2017-05-16 00:41:21+00:00
864197398364647424,28819,8365,8758023,145376,2017-05-15 19:14:50+00:00
863907417377173506,19769,3912,8758023,145376,2017-05-15 00:02:33+00:00
863553081350529029,14667,3961,8758023,145376,2017-05-14 00:34:33+00:00
863471782782697472,0,2299,8758023,145376,2017-05-13 19:11:30+00:00
863432100342583297,22878,4956,8758023,145376,2017-05-13 16:33:49+00:00
863427515083354112,2130,91,8758023,145376,2017-05-13 16:15:35+00:00
863079547188785154,8446,1051,8758023,145376,2017-05-12 17:12:53+00:00
863062471531167744,8136,2299,8758023,145376,2017-05-12 16:05:02+00:00
862831371563274240,18456,4873,8758023,145376,2017-05-12 00:46:44+00:00
862722525377298433,16452,3352,8758023,145376,2017-05-11 17:34:13+00:00
862457590147678208,19694,4680,8758023,145376,2017-05-11 00:01:27+00:00
862096992088072192,71504,21976,8758023,145376,2017-05-10 00:08:34+00:00
861383897657036800,34775,10181,8758023,145376,2017-05-08 00:54:59+00:00
861288531465048066,16544,3928,8758023,145376,2017-05-07 18:36:02+00:00
861005113778896900,16104,3634,8758023,145376,2017-05-06 23:49:50+00:00
860981674716409858,0,2042,8758023,145376,2017-05-06 22:16:42+00:00
860924035999428608,0,763,8758023,145376,2017-05-06 18:27:40+00:00
860563773140209665,7236,2042,8758023,145376,2017-05-05 18:36:06+00:00
860524505164394496,22814,5062,8758023,145376,2017-05-05 16:00:04+00:00
860276583193509888,17740,3338,8758023,145376,2017-05-04 23:34:55+00:00
860184849394610176,16109,5567,8758023,145376,2017-05-04 17:30:24+00:00
860177593139703809,0,29491,8758023,145376,2017-05-04 17:01:34+00:00
859924526012018688,18914,3915,8758023,145376,2017-05-04 00:15:58+00:00
859851578198683649,14919,3351,8758023,145376,2017-05-03 19:26:06+00:00
859607811541651456,18004,1491,8758023,145376,2017-05-03 03:17:27+00:00
859196978902773760,86840,28801,8758023,145376,2017-05-02 00:04:57+00:00
859074603037188101,32747,13032,8758023,145376,2017-05-01 15:58:40+00:00
858860390427611136,0,7774,8758023,145376,2017-05-01 01:47:28+00:00
858843525470990336,15090,3338,8758023,145376,2017-05-01 00:40:27+00:00
858471635011153920,20831,4648,8758023,145376,2017-04-30 00:02:42+00:00
858107933456039936,15277,2789,8758023,145376,2017-04-28 23:57:28+00:00
857989990357356544,15607,2493,8758023,145376,2017-04-28 16:08:49+00:00
857746408056729600,33236,10203,8758023,145376,2017-04-28 00:00:54+00:00
857393404942143489,5720,1575,8758023,145376,2017-04-27 00:38:11+00:00
857263160327368704,19471,4345,8758023,145376,2017-04-26 16:00:39+00:00
857214891891077121,220,17,8758023,145376,2017-04-26 12:48:51+00:00
857062103051644929,0,164,8758023,145376,2017-04-26 02:41:43+00:00
857029823797047296,18341,3840,8758023,145376,2017-04-26 00:33:27+00:00
856543823941562368,15880,2776,8758023,145376,2017-04-24 16:22:16+00:00
856526610513747968,11550,1807,8758023,145376,2017-04-24 15:13:52+00:00
856330835276025856,0,646,8758023,145376,2017-04-24 02:15:55+00:00
856288084350160898,503,15,8758023,145376,2017-04-23 23:26:03+00:00
856282028240666624,27038,6071,8758023,145376,2017-04-23 23:01:59+00:00
855862651834028034,332,25,8758023,145376,2017-04-22 19:15:32+00:00
855860136149123072,4818,944,8758023,145376,2017-04-22 19:05:32+00:00
855857698524602368,11576,2043,8758023,145376,2017-04-22 18:55:51+00:00
855851453814013952,44584,17415,8758023,145376,2017-04-22 18:31:02+00:00
855818117272018944,26025,5246,8758023,145376,2017-04-22 16:18:34+00:00
855459453768019968,29132,7955,8758023,145376,2017-04-21 16:33:22+00:00
855245323840757760,0,5783,8758023,145376,2017-04-21 02:22:29+00:00
855138241867124737,0,43,8758023,145376,2017-04-20 19:16:59+00:00
854732716440526848,22262,5896,8758023,145376,2017-04-19 16:25:34+00:00
854482394044301312,28682,6684,8758023,145376,2017-04-18 23:50:52+00:00
854365224396361728,18493,4556,8758023,145376,2017-04-18 16:05:17+00:00
854120357044912130,31350,7280,8758023,145376,2017-04-17 23:52:16+00:00
854010172552949760,15913,3069,8758023,145376,2017-04-17 16:34:26+00:00
853760880890318849,28059,5591,8758023,145376,2017-04-17 00:03:50+00:00
853639147608842240,34061,9813,8758023,145376,2017-04-16 16:00:07+00:00
853299958564483072,15222,3473,8758023,145376,2017-04-15 17:32:18+00:00
852936405516943360,0,1953,8758023,145376,2017-04-14 17:27:40+00:00
852912242202992640,8895,1779,8758023,145376,2017-04-14 15:51:39+00:00
852672615818899456,14681,2108,8758023,145376,2017-04-13 23:59:28+00:00
852553447878664193,16052,3400,8758023,145376,2017-04-13 16:05:56+00:00
852311364735569921,32647,9744,8758023,145376,2017-04-13 00:03:59+00:00
852226086759018497,19687,6705,8758023,145376,2017-04-12 18:25:07+00:00
852189679701164033,11291,1555,8758023,145376,2017-04-12 16:00:27+00:00
851861385021730816,0,19,8758023,145376,2017-04-11 18:15:55+00:00
851591660324737024,16060,3417,8758023,145376,2017-04-11 00:24:08+00:00
851464819735769094,23944,6927,8758023,145376,2017-04-10 16:00:07+00:00
851224888060895234,20435,5633,8758023,145376,2017-04-10 00:06:42+00:00
850753642995093505,30456,8991,8758023,145376,2017-04-08 16:54:09+00:00
850380195714523136,12942,2571,8758023,145376,2017-04-07 16:10:12+00:00
850333567704068097,3417,325,8758023,145376,2017-04-07 13:04:55+00:00
850145622816686080,16147,3739,8758023,145376,2017-04-07 00:38:06+00:00
850019790995546112,20218,4807,8758023,145376,2017-04-06 16:18:05+00:00
849776966551130114,30177,7503,8758023,145376,2017-04-06 00:13:11+00:00
849668094696017920,0,4889,8758023,145376,2017-04-05 17:00:34+00:00
849412302885593088,15731,3119,8758023,145376,2017-04-05 00:04:08+00:00
849336543269576704,11321,1878,8758023,145376,2017-04-04 19:03:06+00:00
849051919805034497,41971,8373,8758023,145376,2017-04-04 00:12:06+00:00
848690551926992896,24974,4266,8758023,145376,2017-04-03 00:16:10+00:00
848324959059550208,24524,4546,8758023,145376,2017-04-02 00:03:26+00:00
848213670039564288,8116,724,8758023,145376,2017-04-01 16:41:12+00:00
848212111729840128,16201,3007,8758023,145376,2017-04-01 16:35:01+00:00
847978865427394560,0,3220,8758023,145376,2017-04-01 01:08:10+00:00
847971574464610304,0,426,8758023,145376,2017-04-01 00:39:12+00:00
847962785489326080,23345,5029,8758023,145376,2017-04-01 00:04:17+00:00
847842811428974592,5403,1318,8758023,145376,2017-03-31 16:07:33+00:00
847617282490613760,6947,412,8758023,145376,2017-03-31 01:11:22+00:00
847606175596138505,18653,3391,8758023,145376,2017-03-31 00:27:14+00:00
847251039262605312,20399,4274,8758023,145376,2017-03-30 00:56:03+00:00
847157206088847362,19762,5796,8758023,145376,2017-03-29 18:43:12+00:00
847116187444137987,21343,3150,8758023,145376,2017-03-29 16:00:12+00:00
846874817362120707,20006,3896,8758023,145376,2017-03-29 00:01:05+00:00
846514051647705089,44421,11467,8758023,145376,2017-03-28 00:07:32+00:00
846505985330044928,14039,3042,8758023,145376,2017-03-27 23:35:28+00:00
846153765933735936,31465,8976,8758023,145376,2017-03-27 00:15:53+00:00
846139713627017216,30910,9942,8758023,145376,2017-03-26 23:20:02+00:00
846042936437604353,15922,2843,8758023,145376,2017-03-26 16:55:29+00:00
845812042753855489,29148,8638,8758023,145376,2017-03-26 01:38:00+00:00
845677943972139009,25102,4761,8758023,145376,2017-03-25 16:45:08+00:00
845397057150107648,7613,1795,8758023,145375,2017-03-24 22:08:59+00:00
845306882940190720,23281,5358,8758023,145376,2017-03-24 16:10:40+00:00
845098359547420673,0,7608,8758023,145376,2017-03-24 02:22:04+00:00
844979544864018432,13586,2547,8758023,145376,2017-03-23 18:29:57+00:00
844973813909606400,15050,3171,8758023,145376,2017-03-23 18:07:10+00:00
844580511645339650,16436,3117,8758023,145376,2017-03-22 16:04:20+00:00
844223788422217728,13631,2186,8758023,145376,2017-03-21 16:26:50+00:00
843981021012017153,15163,2931,8758023,145376,2017-03-21 00:22:10+00:00
843856843873095681,21435,4599,8758023,145376,2017-03-20 16:08:44+00:00
843604394117681152,16872,2738,8758023,145376,2017-03-19 23:25:35+00:00
843235543001513987,21514,6007,8758023,145376,2017-03-18 22:59:54+00:00
842846295480000512,15262,3630,8758023,145376,2017-03-17 21:13:10+00:00
842765311967449089,6733,1279,8758023,145376,2017-03-17 15:51:22+00:00
842535590457499648,18098,3494,8758023,145376,2017-03-17 00:38:32+00:00
842163532590374912,24472,5783,8758023,145376,2017-03-16 00:00:07+00:00
842115215311396866,13985,3024,8758023,145376,2017-03-15 20:48:07+00:00
841833993020538882,0,15097,8758023,145376,2017-03-15 02:10:39+00:00
841680585030541313,25746,7793,8758023,145376,2017-03-14 16:01:03+00:00
841439858740625411,12666,3691,8758023,145376,2017-03-14 00:04:30+00:00
841320156043304961,19815,5492,8758023,145376,2017-03-13 16:08:50+00:00
841314665196081154,15852,4657,8758023,145376,2017-03-13 15:47:01+00:00
841077006473256960,22926,5307,8758023,145376,2017-03-13 00:02:39+00:00
840761248237133825,0,1769,8758023,145376,2017-03-12 03:07:56+00:00
840728873075638272,0,16152,8758023,145376,2017-03-12 00:59:17+00:00
840698636975636481,175,2,8758023,145376,2017-03-11 22:59:09+00:00
840696689258311684,12319,975,8758023,145376,2017-03-11 22:51:24+00:00
840632337062862849,9030,1769,8758023,145376,2017-03-11 18:35:42+00:00
840370681858686976,16505,4547,8758023,145376,2017-03-11 01:15:58+00:00
840268004936019968,19329,5750,8758023,145376,2017-03-10 18:27:58+00:00
839990271299457024,13454,2280,8758023,145376,2017-03-10 00:04:21+00:00
839549326359670784,27578,7774,8758023,145376,2017-03-08 18:52:12+00:00
839290600511926273,0,144,8758023,145376,2017-03-08 01:44:07+00:00
839239871831150596,27233,6552,8758023,145376,2017-03-07 22:22:32+00:00
838952994649550848,19733,4014,8758023,145376,2017-03-07 03:22:35+00:00
838921590096166913,11200,2072,8758023,145376,2017-03-07 01:17:48+00:00
838916489579200512,0,35,8758023,145376,2017-03-07 00:57:32+00:00
838831947270979586,0,11039,8758023,145376,2017-03-06 19:21:35+00:00
838561493054533637,10982,1340,8758023,145375,2017-03-06 01:26:54+00:00
838476387338051585,22619,4790,8758023,145375,2017-03-05 19:48:43+00:00
838201503651401729,0,10099,8758023,145375,2017-03-05 01:36:26+00:00
838150277551247360,1681,333,8758023,145375,2017-03-04 22:12:52+00:00
838085839343206401,142,1,8758023,145375,2017-03-04 17:56:49+00:00
838083903487373313,17717,3140,8758023,145375,2017-03-04 17:49:08+00:00
837820167694528512,34337,7899,8758023,145375,2017-03-04 00:21:08+00:00
837482249356513284,3856,444,8758023,145375,2017-03-03 01:58:22+00:00
837471256429613056,12867,2286,8758023,145375,2017-03-03 01:14:41+00:00
837110210464448512,16142,2370,8758023,145375,2017-03-02 01:20:01+00:00
836989968035819520,12834,2298,8758023,145375,2017-03-01 17:22:13+00:00
836753516572119041,19426,4662,8758023,145375,2017-03-01 01:42:39+00:00
836677758902222849,12677,2238,8758023,145375,2017-02-28 20:41:37+00:00
836648853927522308,0,556,8758023,145375,2017-02-28 18:46:45+00:00
836397794269200385,0,27677,8758023,145375,2017-02-28 02:09:08+00:00
836380477523124226,14855,3007,8758023,145375,2017-02-28 01:00:19+00:00
836260088725786625,21443,4325,8758023,145375,2017-02-27 17:01:56+00:00
836001077879255040,19223,4289,8758023,145375,2017-02-26 23:52:43+00:00
835685285446955009,0,8182,8758023,145375,2017-02-26 02:57:52+00:00
835574547218894849,17925,3643,8758023,145375,2017-02-25 19:37:50+00:00
835536468978302976,0,1713,8758023,145375,2017-02-25 17:06:32+00:00
835309094223372289,0,21115,8758023,145375,2017-02-25 02:03:02+00:00
835297930240217089,16604,3040,8758023,145375,2017-02-25 01:18:40+00:00
835264098648616962,7804,1713,8758023,145375,2017-02-24 23:04:14+00:00
835246439529840640,2120,73,8758023,145375,2017-02-24 21:54:03+00:00
835172783151792128,26361,5807,8758023,145375,2017-02-24 17:01:22+00:00
835152434251116546,22586,3040,8758023,145375,2017-02-24 15:40:31+00:00
834931633769889797,10890,1659,8758023,145375,2017-02-24 01:03:08+00:00
834786237630337024,21506,5545,8758023,145375,2017-02-23 15:25:23+00:00
834574053763584002,13776,2561,8758023,145375,2017-02-23 01:22:14+00:00
834477809192075265,0,10744,8758023,145375,2017-02-22 18:59:48+00:00
834458053273591808,9703,1699,8758023,145375,2017-02-22 17:41:18+00:00
834209720923721728,20781,4805,8758023,145375,2017-02-22 01:14:30+00:00
834167344700198914,15946,3689,8758023,145375,2017-02-21 22:26:07+00:00
834089966724603904,10133,2153,8758023,145375,2017-02-21 17:18:39+00:00
834086379323871233,13181,2225,8758023,145375,2017-02-21 17:04:24+00:00
833863086058651648,13517,2429,8758023,145375,2017-02-21 02:17:06+00:00
833826103416520705,18181,3803,8758023,145375,2017-02-20 23:50:09+00:00
833732339549220864,0,223,8758023,145375,2017-02-20 17:37:34+00:00
833722901757046785,20983,3254,8758023,145375,2017-02-20 17:00:04+00:00
833479644947025920,14974,2067,8758023,145375,2017-02-20 00:53:27+00:00
833124694597443584,20370,4889,8758023,145375,2017-02-19 01:23:00+00:00
832998151111966721,13385,2224,8758023,145375,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8758023,145375,2017-02-18 01:50:19+00:00
832757312314028032,17011,3659,8758023,145375,2017-02-18 01:03:09+00:00
832682457690300417,11995,2947,8758023,145375,2017-02-17 20:05:43+00:00
832645525019123713,2955,534,8758023,145375,2017-02-17 17:38:57+00:00
832636094638288896,16002,2813,8758023,145375,2017-02-17 17:01:29+00:00
832397543355072512,12074,2239,8758023,145375,2017-02-17 01:13:34+00:00
832369877331693569,17347,3220,8758023,145375,2017-02-16 23:23:38+00:00
832273440279240704,11457,2361,8758023,145375,2017-02-16 17:00:25+00:00
832215909146226688,0,6268,8758023,145375,2017-02-16 13:11:49+00:00
832215726631055365,0,9441,8758023,145375,2017-02-16 13:11:05+00:00
832088576586297345,64,2,8758023,145375,2017-02-16 04:45:50+00:00
832040443403784192,0,9730,8758023,145375,2017-02-16 01:34:34+00:00
832032802820481025,18062,4712,8758023,145375,2017-02-16 01:04:13+00:00
831939777352105988,24247,6205,8758023,145375,2017-02-15 18:54:34+00:00
831926988323639298,343,34,8758023,145375,2017-02-15 18:03:45+00:00
831911600680497154,27909,6577,8758023,145375,2017-02-15 17:02:36+00:00
831670449226514432,10561,1844,8758023,145375,2017-02-15 01:04:21+00:00
831650051525054464,7233,1953,8758023,145375,2017-02-14 23:43:18+00:00
831552930092285952,9073,2333,8758023,145375,2017-02-14 17:17:22+00:00
831322785565769729,9371,1570,8758023,145375,2017-02-14 02:02:51+00:00
831315979191906304,6620,1135,8758023,145375,2017-02-14 01:35:49+00:00
831309418084069378,11874,2487,8758023,145375,2017-02-14 01:09:44+00:00
831262627380748289,12036,2071,8758023,145375,2017-02-13 22:03:49+00:00
830956169170665475,8061,1515,8758023,145375,2017-02-13 01:46:03+00:00
830583320585068544,67614,16999,8758023,145375,2017-02-12 01:04:29+00:00
830173239259324417,0,5763,8758023,145375,2017-02-10 21:54:58+00:00
830097400375152640,9933,2987,8758023,145375,2017-02-10 16:53:37+00:00
829878982036299777,0,5091,8758023,145375,2017-02-10 02:25:42+00:00
829861396166877184,12370,1975,8758023,145375,2017-02-10 01:15:49+00:00
829501995190984704,32157,10744,8758023,145375,2017-02-09 01:27:41+00:00
829449946868879360,10576,2057,8758023,145375,2017-02-08 22:00:52+00:00
829141528400556032,24722,7454,8758023,145375,2017-02-08 01:35:19+00:00
829011960981237760,53754,16510,8758023,145375,2017-02-07 17:00:28+00:00
828801551087042563,0,3460,8758023,145375,2017-02-07 03:04:22+00:00
828770345708580865,25895,5941,8758023,145375,2017-02-07 01:00:22+00:00
828708714936930305,36978,11340,8758023,145375,2017-02-06 20:55:28+00:00
828650029636317184,9623,1371,8758023,145375,2017-02-06 17:02:17+00:00
828409743546925057,6423,1181,8758024,145375,2017-02-06 01:07:28+00:00
828408677031882754,7761,1308,8758024,145375,2017-02-06 01:03:14+00:00
828381636999917570,12743,2246,8758024,145375,2017-02-05 23:15:47+00:00
828376505180889089,7472,1087,8758024,145375,2017-02-05 22:55:23+00:00
828372645993398273,12713,2983,8758024,145375,2017-02-05 22:40:03+00:00
828361771580813312,2220,173,8758024,145375,2017-02-05 21:56:51+00:00
828046555563323392,11923,2915,8758024,145375,2017-02-05 01:04:17+00:00
828011680017821696,10487,2173,8758024,145375,2017-02-04 22:45:42+00:00
827933404142436356,20368,5322,8758024,145375,2017-02-04 17:34:40+00:00
827653905312006145,15698,3058,8758024,145375,2017-02-03 23:04:02+00:00
827600520311402496,7527,956,8758024,145375,2017-02-03 19:31:54+00:00
827324948884643840,16071,3103,8758024,145375,2017-02-03 01:16:53+00:00
827199976799354881,10720,2259,8758024,145375,2017-02-02 17:00:17+00:00
826958653328592898,21880,5091,8758024,145375,2017-02-02 01:01:21+00:00
826848821049180160,36880,10333,8758024,145375,2017-02-01 17:44:55+00:00
826615380357632002,0,4042,8758024,145375,2017-02-01 02:17:19+00:00
826598799820865537,5186,257,8758024,145375,2017-02-01 01:11:25+00:00
826598365270007810,10191,2382,8758024,145375,2017-02-01 01:09:42+00:00
826476773533745153,18664,4267,8758024,145375,2017-01-31 17:06:32+00:00
826240494070030336,13477,2645,8758024,145375,2017-01-31 01:27:39+00:00
826204788643753985,4947,940,8758024,145375,2017-01-30 23:05:46+00:00
826115272272650244,15875,3185,8758024,145375,2017-01-30 17:10:04+00:00
825876512159186944,10610,1903,8758024,145375,2017-01-30 01:21:19+00:00
825829644528148480,12908,2523,8758024,145375,2017-01-29 22:15:05+00:00
